,close,high,low,open,vol
2006-06-27,11214.5,11313.1,11205.1,11313.1,118631000.0
2006-06-28,11188.8,11237.2,11158.5,11180.5,135484000.0
2006-06-29,11386.6,11386.6,11239.1,11271.4,164307000.0
2006-06-30,11548.1,11585.3,11448.2,11486.7,186504000.0
2006-07-03,11569.6,11573.9,11500.0,11527.9,123190000.0
2006-07-04,11603.1,11603.1,11548.0,11595.5,106553000.0
2006-07-05,11521.2,11555.0,11469.2,11552.1,130608000.0
2006-07-06,11636.8,11650.5,11505.8,11510.9,141154000.0
2006-07-07,11626.7,11646.0,11541.4,11619.7,123399000.0
2006-07-10,11649.5,11650.5,11549.3,11581.8,98898000.0
2006-07-11,11535.2,11616.2,11520.1,11590.7,116668000.0
2006-07-12,11537.3,11630.9,11525.8,11569.5,125395000.0
2006-07-13,11375.0,11479.1,11352.0,11470.3,154001000.0
2006-07-14,11240.2,11330.1,11240.2,11270.2,140222000.0
2006-07-17,11179.4,11264.4,11120.9,11243.1,150409000.0
2006-07-18,11161.0,11198.6,11116.0,11172.2,109377000.0
2006-07-19,11425.7,11425.7,11190.6,11211.9,151008000.0
2006-07-20,11446.4,11523.8,11422.7,11468.1,133184000.0
2006-07-21,11333.9,11434.1,11321.6,11384.2,148057000.0
2006-07-24,11561.6,11561.6,11337.5,11343.9,146491000.0
2006-07-25,11611.9,11644.3,11539.9,11586.8,155848000.0
2006-07-26,11635.2,11635.2,11572.7,11632.5,121022000.0
2006-07-27,11768.4,11777.2,11676.1,11683.4,188876000.0
2006-07-28,11887.4,11892.3,11717.5,11728.8,140036000.0
2006-07-31,11818.0,11886.7,11789.3,11871.8,100558000.0
2006-08-01,11706.6,11830.2,11698.5,11806.9,110342000.0
2006-08-02,11863.0,11877.8,11752.2,11767.1,114181000.0
2006-08-03,11800.7,11873.7,11756.5,11873.7,114421000.0
