MEFF: Mini IBEX
Fecha	Hora	CC	Compra	Venta	CV	Ultimo	Contratos	Delta	Nombre Subya	Fecha Expir	Strike	Delta	Contratos	Ultimo	CC	Compra	Venta	CV	Hora	Fecha
23/05/2019	07:07:13					198,00		0,18	IBEX 35     	17/09/2021	10.800,000	-0,85		2.835,00					07:14:57	23/05/2019
23/05/2019	07:07:13					186,00		0,17	IBEX 35     	17/09/2021	10.900,000	-0,86		2.925,00					07:14:58	23/05/2019
23/05/2019	07:07:13					174,00		0,17	IBEX 35     	17/09/2021	11.000,000	-0,87		3.015,00					07:14:58	23/05/2019
23/05/2019	07:07:13					163,00		0,16	IBEX 35     	17/09/2021	11.100,000	-0,88		3.106,00					07:14:59	23/05/2019
23/05/2019	07:07:13					152,00		0,15	IBEX 35     	17/09/2021	11.200,000	-0,88		3.198,00					07:14:59	23/05/2019
23/05/2019	07:07:13					143,00		0,14	IBEX 35     	17/09/2021	11.300,000	-0,89		3.290,00					07:14:59	23/05/2019
23/05/2019	07:07:14					133,00		0,13	IBEX 35     	17/09/2021	11.400,000	-0,90		3.383,00					07:14:59	23/05/2019
23/05/2019	07:07:14					125,00		0,13	IBEX 35     	17/09/2021	11.500,000	-0,91		3.476,00					07:15:00	23/05/2019
23/05/2019	07:07:14					116,00		0,12	IBEX 35     	17/09/2021	11.600,000	-0,91		3.570,00					07:15:00	23/05/2019
23/05/2019	07:07:14					109,00		0,11	IBEX 35     	17/09/2021	11.700,000	-0,92		3.664,00					07:15:00	23/05/2019
23/05/2019	07:07:05					2.843,00		0,87	IBEX 35     	17/12/2021	5.400,000	-0,09		140,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.759,00		0,87	IBEX 35     	17/12/2021	5.500,000	-0,12		214,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.676,00		0,86	IBEX 35     	17/12/2021	5.600,000	-0,10		164,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.593,00		0,83	IBEX 35     	17/12/2021	5.700,000	-0,16		244,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.512,00		0,82	IBEX 35     	17/12/2021	5.800,000	-0,17		260,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.431,00		0,81	IBEX 35     	17/12/2021	5.900,000	-0,18		277,00					07:14:34	23/05/2019
23/05/2019	07:07:06					2.425,00		0,80	IBEX 35     	17/12/2021	6.000,000	-0,20		219,00					07:14:34	23/05/2019
23/05/2019	07:07:06					2.343,00		0,78	IBEX 35     	17/12/2021	6.100,000	-0,21		235,00					07:14:34	23/05/2019
23/05/2019	07:07:06					2.262,00		0,77	IBEX 35     	17/12/2021	6.200,000	-0,22		252,00					07:14:35	23/05/2019
23/05/2019	07:07:06					2.182,00		0,76	IBEX 35     	17/12/2021	6.300,000	-0,23		269,00					07:14:35	23/05/2019
23/05/2019	07:07:07					2.102,00		0,75	IBEX 35     	17/12/2021	6.400,000	-0,25		288,00					07:14:36	23/05/2019
23/05/2019	07:07:07					2.024,00		0,73	IBEX 35     	17/12/2021	6.500,000	-0,26		307,00					07:14:36	23/05/2019
23/05/2019	07:07:07					1.946,00		0,72	IBEX 35     	17/12/2021	6.600,000	-0,28		327,00					07:14:36	23/05/2019
23/05/2019	07:07:07					1.794,00		0,69	IBEX 35     	17/12/2021	6.800,000	-0,31		371,00					07:14:37	23/05/2019
23/05/2019	07:07:07					1.720,00		0,67	IBEX 35     	17/12/2021	6.900,000	-0,33		394,00					07:14:37	23/05/2019
23/05/2019	07:07:07					1.647,00		0,65	IBEX 35     	17/12/2021	7.000,000	-0,34		419,00					07:14:38	23/05/2019
23/05/2019	07:07:07					1.575,00		0,64	IBEX 35     	17/12/2021	7.100,000	-0,36		445,00					07:14:38	23/05/2019
23/05/2019	07:07:08					1.503,00		0,62	IBEX 35     	17/12/2021	7.200,000	-0,38		471,00					07:14:39	23/05/2019
23/05/2019	07:07:08					1.434,00		0,60	IBEX 35     	17/12/2021	7.300,000	-0,40		500,00					07:14:39	23/05/2019
23/05/2019	07:07:08					1.365,00		0,58	IBEX 35     	17/12/2021	7.400,000	-0,42		530,00					07:14:39	23/05/2019
23/05/2019	07:07:08					1.298,00		0,56	IBEX 35     	17/12/2021	7.500,000	-0,44		561,00					07:14:40	23/05/2019
23/05/2019	07:07:08					1.232,00		0,54	IBEX 35     	17/12/2021	7.600,000	-0,46		593,00					07:14:40	23/05/2019
23/05/2019	07:07:08					1.168,00		0,53	IBEX 35     	17/12/2021	7.700,000	-0,48		627,00					07:14:41	23/05/2019
23/05/2019	07:07:08					1.105,00		0,51	IBEX 35     	17/12/2021	7.800,000	-0,50		663,00					07:14:41	23/05/2019
23/05/2019	07:07:08					1.043,00		0,49	IBEX 35     	17/12/2021	7.900,000	-0,52		700,00					07:14:42	23/05/2019
23/05/2019	07:07:09					983,00		0,47	IBEX 35     	17/12/2021	8.000,000	-0,54		739,00					07:14:42	23/05/2019
23/05/2019	07:07:09					924,00		0,45	IBEX 35     	17/12/2021	8.100,000	-0,56		780,00					07:14:43	23/05/2019
23/05/2019	07:07:09					873,00		0,44	IBEX 35     	17/12/2021	8.200,000	-0,57		827,00					07:14:44	23/05/2019
23/05/2019	07:07:09					829,00		0,42	IBEX 35     	17/12/2021	8.300,000	-0,59		884,00					07:14:44	23/05/2019
23/05/2019	07:07:09					788,00		0,41	IBEX 35     	17/12/2021	8.400,000	-0,61		942,00					07:14:45	23/05/2019
23/05/2019	07:07:09					747,00		0,39	IBEX 35     	17/12/2021	8.500,000	-0,63		1.001,00					07:14:45	23/05/2019
23/05/2019	07:07:09					709,00		0,38	IBEX 35     	17/12/2021	8.600,000	-0,64		1.063,00					07:14:46	23/05/2019
23/05/2019	07:07:10					672,00		0,36	IBEX 35     	17/12/2021	8.700,000	-0,66		1.126,00					07:14:46	23/05/2019
23/05/2019	07:07:10					636,00		0,35	IBEX 35     	17/12/2021	8.800,000	-0,67		1.191,00					07:14:47	23/05/2019
23/05/2019	07:07:10					602,00		0,33	IBEX 35     	17/12/2021	8.900,000	-0,69		1.258,00					07:14:47	23/05/2019
23/05/2019	07:07:10					570,00		0,32	IBEX 35     	17/12/2021	9.000,000	-0,70		1.327,00					07:14:48	23/05/2019
23/05/2019	07:07:10					539,00		0,31	IBEX 35     	17/12/2021	9.100,000	-0,71		1.397,00					07:14:48	23/05/2019
23/05/2019	07:07:10					510,00		0,30	IBEX 35     	17/12/2021	9.200,000	-0,73		1.469,00					07:14:49	23/05/2019
23/05/2019	07:07:10					482,00		0,28	IBEX 35     	17/12/2021	9.300,000	-0,74		1.542,00					07:14:50	23/05/2019
23/05/2019	07:07:11					455,00		0,27	IBEX 35     	17/12/2021	9.400,000	-0,75		1.616,00					07:14:50	23/05/2019
23/05/2019	07:07:11					429,00		0,26	IBEX 35     	17/12/2021	9.500,000	-0,76		1.692,00					07:14:51	23/05/2019
23/05/2019	07:07:11					405,00		0,25	IBEX 35     	17/12/2021	9.600,000	-0,77		1.769,00					07:14:51	23/05/2019
23/05/2019	07:07:11					382,00		0,24	IBEX 35     	17/12/2021	9.700,000	-0,78		1.848,00					07:14:52	23/05/2019
23/05/2019	07:07:11					360,00		0,23	IBEX 35     	17/12/2021	9.800,000	-0,79		1.928,00					07:14:52	23/05/2019
23/05/2019	07:07:11					339,00		0,22	IBEX 35     	17/12/2021	9.900,000	-0,80		2.009,00					07:14:53	23/05/2019
23/05/2019	07:07:12					319,00		0,21	IBEX 35     	17/12/2021	10.000,000	-0,81		2.091,00					07:14:53	23/05/2019
23/05/2019	07:07:12					300,00		0,20	IBEX 35     	17/12/2021	10.100,000	-0,82		2.174,00					07:14:54	23/05/2019
23/05/2019	07:07:12					282,00		0,20	IBEX 35     	17/12/2021	10.200,000	-0,83		2.258,00					07:14:54	23/05/2019
23/05/2019	07:07:12					266,00		0,19	IBEX 35     	17/12/2021	10.300,000	-0,83		2.343,00					07:14:55	23/05/2019
23/05/2019	07:07:12					250,00		0,18	IBEX 35     	17/12/2021	10.400,000	-0,84		2.429,00					07:14:56	23/05/2019
23/05/2019	07:07:12					234,00		0,17	IBEX 35     	17/12/2021	10.500,000	-0,85		2.516,00					07:14:56	23/05/2019
23/05/2019	07:07:13					256,00		0,17	IBEX 35     	17/12/2021	10.600,000	-0,86		2.985,00					07:14:57	23/05/2019
23/05/2019	07:07:13					256,00		0,22	IBEX 35     	17/12/2021	10.700,000	-0,80		2.607,00					07:14:57	23/05/2019
23/05/2019	07:07:13					316,00		0,25	IBEX 35     	17/12/2021	10.800,000	-0,77		2.515,00					07:14:58	23/05/2019
23/05/2019	07:07:13					300,00		0,24	IBEX 35     	17/12/2021	10.900,000	-0,78		2.600,00					07:14:58	23/05/2019
23/05/2019	07:07:13					272,00		0,21	IBEX 35     	17/12/2021	11.000,000	-0,81		3.189,00					07:14:58	23/05/2019
23/05/2019	07:07:13					259,00		0,20	IBEX 35     	17/12/2021	11.100,000	-0,81		3.277,00					07:14:59	23/05/2019
23/05/2019	07:07:13					246,00		0,20	IBEX 35     	17/12/2021	11.200,000	-0,82		3.365,00					07:14:59	23/05/2019
23/05/2019	07:07:05					2.826,00		0,86	IBEX 35     	17/06/2022	5.200,000	-0,11		196,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.745,00		0,85	IBEX 35     	17/06/2022	5.300,000	-0,14		273,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.664,00		0,84	IBEX 35     	17/06/2022	5.400,000	-0,12		225,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.584,00		0,81	IBEX 35     	17/06/2022	5.500,000	-0,18		307,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.505,00		0,80	IBEX 35     	17/06/2022	5.600,000	-0,19		326,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.427,00		0,79	IBEX 35     	17/06/2022	5.700,000	-0,20		345,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.442,00		0,78	IBEX 35     	17/06/2022	5.800,000	-0,21		290,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.363,00		0,77	IBEX 35     	17/06/2022	5.900,000	-0,23		309,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.284,00		0,75	IBEX 35     	17/06/2022	6.000,000	-0,24		328,00					07:14:34	23/05/2019
23/05/2019	07:07:06					2.207,00		0,74	IBEX 35     	17/06/2022	6.100,000	-0,25		348,00					07:14:34	23/05/2019
23/05/2019	07:07:06					2.130,00		0,73	IBEX 35     	17/06/2022	6.200,000	-0,26		369,00					07:14:34	23/05/2019
23/05/2019	07:07:06					2.054,00		0,72	IBEX 35     	17/06/2022	6.300,000	-0,28		390,00					07:14:35	23/05/2019
23/05/2019	07:07:06					1.979,00		0,70	IBEX 35     	17/06/2022	6.400,000	-0,29		413,00					07:14:35	23/05/2019
23/05/2019	07:07:07					1.905,00		0,69	IBEX 35     	17/06/2022	6.500,000	-0,31		437,00					07:14:36	23/05/2019
23/05/2019	07:07:07					1.832,00		0,67	IBEX 35     	17/06/2022	6.600,000	-0,32		462,00					07:14:36	23/05/2019
23/05/2019	07:07:07					1.689,00		0,64	IBEX 35     	17/06/2022	6.800,000	-0,36		514,00					07:14:37	23/05/2019
23/05/2019	07:07:07					1.619,00		0,63	IBEX 35     	17/06/2022	6.900,000	-0,37		542,00					07:14:37	23/05/2019
23/05/2019	07:07:07					1.550,00		0,61	IBEX 35     	17/06/2022	7.000,000	-0,39		571,00					07:14:38	23/05/2019
23/05/2019	07:07:07					1.482,00		0,59	IBEX 35     	17/06/2022	7.100,000	-0,41		601,00					07:14:38	23/05/2019
23/05/2019	07:07:07					1.415,00		0,57	IBEX 35     	17/06/2022	7.200,000	-0,43		632,00					07:14:38	23/05/2019
23/05/2019	07:07:08					1.349,00		0,56	IBEX 35     	17/06/2022	7.300,000	-0,45		665,00					07:14:39	23/05/2019
23/05/2019	07:07:08					1.285,00		0,54	IBEX 35     	17/06/2022	7.400,000	-0,47		699,00					07:14:39	23/05/2019
23/05/2019	07:07:08					1.222,00		0,52	IBEX 35     	17/06/2022	7.500,000	-0,49		734,00					07:14:40	23/05/2019
23/05/2019	07:07:08					1.160,00		0,51	IBEX 35     	17/06/2022	7.600,000	-0,50		771,00					07:14:40	23/05/2019
23/05/2019	07:07:08					1.099,00		0,49	IBEX 35     	17/06/2022	7.700,000	-0,52		809,00					07:14:40	23/05/2019
23/05/2019	07:07:08					1.040,00		0,48	IBEX 35     	17/06/2022	7.800,000	-0,54		849,00					07:14:41	23/05/2019
23/05/2019	07:07:08					984,00		0,46	IBEX 35     	17/06/2022	7.900,000	-0,55		892,00					07:14:42	23/05/2019
23/05/2019	07:07:08					941,00		0,45	IBEX 35     	17/06/2022	8.000,000	-0,57		948,00					07:14:42	23/05/2019
23/05/2019	07:07:09					899,00		0,43	IBEX 35     	17/06/2022	8.100,000	-0,59		1.006,00					07:14:43	23/05/2019
23/05/2019	07:07:09					859,00		0,42	IBEX 35     	17/06/2022	8.200,000	-0,60		1.066,00					07:14:43	23/05/2019
23/05/2019	07:07:09					821,00		0,40	IBEX 35     	17/06/2022	8.300,000	-0,62		1.128,00					07:14:44	23/05/2019
23/05/2019	07:07:09					783,00		0,39	IBEX 35     	17/06/2022	8.400,000	-0,63		1.190,00					07:14:44	23/05/2019
23/05/2019	07:07:09					747,00		0,38	IBEX 35     	17/06/2022	8.500,000	-0,65		1.255,00					07:14:45	23/05/2019
23/05/2019	07:07:09					713,00		0,36	IBEX 35     	17/06/2022	8.600,000	-0,66		1.321,00					07:14:45	23/05/2019
23/05/2019	07:07:10					680,00		0,35	IBEX 35     	17/06/2022	8.700,000	-0,67		1.388,00					07:14:46	23/05/2019
23/05/2019	07:07:10					648,00		0,34	IBEX 35     	17/06/2022	8.800,000	-0,68		1.457,00					07:14:47	23/05/2019
23/05/2019	07:07:10					617,00		0,33	IBEX 35     	17/06/2022	8.900,000	-0,70		1.528,00					07:14:47	23/05/2019
23/05/2019	07:07:10					589,00		0,32	IBEX 35     	17/06/2022	9.000,000	-0,71		1.600,00					07:14:48	23/05/2019
23/05/2019	07:07:10					561,00		0,31	IBEX 35     	17/06/2022	9.100,000	-0,72		1.673,00					07:14:48	23/05/2019
23/05/2019	07:07:10					534,00		0,29	IBEX 35     	17/06/2022	9.200,000	-0,73		1.747,00					07:14:49	23/05/2019
23/05/2019	07:07:10					508,00		0,28	IBEX 35     	17/06/2022	9.300,000	-0,74		1.823,00					07:14:49	23/05/2019
23/05/2019	07:07:11					483,00		0,27	IBEX 35     	17/06/2022	9.400,000	-0,75		1.900,00					07:14:50	23/05/2019
23/05/2019	07:07:11					460,00		0,27	IBEX 35     	17/06/2022	9.500,000	-0,76		1.978,00					07:14:50	23/05/2019
23/05/2019	07:07:11					437,00		0,26	IBEX 35     	17/06/2022	9.600,000	-0,77		2.057,00					07:14:51	23/05/2019
23/05/2019	07:07:11					416,00		0,25	IBEX 35     	17/06/2022	9.700,000	-0,78		2.137,00					07:14:51	23/05/2019
23/05/2019	07:07:11					395,00		0,24	IBEX 35     	17/06/2022	9.800,000	-0,79		2.218,00					07:14:52	23/05/2019
23/05/2019	07:07:11					375,00		0,23	IBEX 35     	17/06/2022	9.900,000	-0,80		2.301,00					07:14:52	23/05/2019
23/05/2019	07:07:11					356,00		0,22	IBEX 35     	17/06/2022	10.000,000	-0,80		2.384,00					07:14:53	23/05/2019
23/05/2019	07:07:12					338,00		0,21	IBEX 35     	17/06/2022	10.100,000	-0,81		2.467,00					07:14:54	23/05/2019
23/05/2019	07:07:12					321,00		0,21	IBEX 35     	17/06/2022	10.200,000	-0,82		2.552,00					07:14:54	23/05/2019
23/05/2019	07:07:12					360,00		0,27	IBEX 35     	17/06/2022	10.300,000	-0,76		2.559,00					07:14:55	23/05/2019
23/05/2019	07:07:12					343,00		0,26	IBEX 35     	17/06/2022	10.400,000	-0,77		2.643,00					07:14:55	23/05/2019
23/05/2019	07:07:12					416,00		0,29	IBEX 35     	17/06/2022	10.500,000	-0,73		2.534,00					07:14:56	23/05/2019
23/05/2019	07:07:12					398,00		0,28	IBEX 35     	17/06/2022	10.600,000	-0,74		2.616,00					07:14:56	23/05/2019
23/05/2019	07:07:13					343,00		0,24	IBEX 35     	17/06/2022	10.700,000	-0,78		3.184,00					07:14:57	23/05/2019
23/05/2019	07:07:13					329,00		0,24	IBEX 35     	17/06/2022	10.800,000	-0,79		3.271,00					07:14:57	23/05/2019
23/05/2019	07:07:13					315,00		0,23	IBEX 35     	17/06/2022	10.900,000	-0,79		3.358,00					07:14:58	23/05/2019
23/05/2019	07:07:05					3.570,00		0,91	IBEX 35     	16/12/2022	4.000,000	-0,08		116,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.907,00		0,85	IBEX 35     	16/12/2022	5.000,000	-0,13		298,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.827,00		0,85	IBEX 35     	16/12/2022	5.100,000	-0,14		316,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.748,00		0,84	IBEX 35     	16/12/2022	5.200,000	-0,15		334,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.669,00		0,83	IBEX 35     	16/12/2022	5.300,000	-0,16		353,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.591,00		0,80	IBEX 35     	16/12/2022	5.400,000	-0,20		372,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.514,00		0,78	IBEX 35     	16/12/2022	5.500,000	-0,21		392,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.438,00		0,77	IBEX 35     	16/12/2022	5.600,000	-0,22		413,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.454,00		0,76	IBEX 35     	16/12/2022	5.700,000	-0,23		364,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.377,00		0,75	IBEX 35     	16/12/2022	5.800,000	-0,24		385,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.301,00		0,74	IBEX 35     	16/12/2022	5.900,000	-0,25		406,00					07:14:34	23/05/2019
23/05/2019	07:07:06					2.226,00		0,73	IBEX 35     	16/12/2022	6.000,000	-0,27		428,00					07:14:34	23/05/2019
23/05/2019	07:07:06					2.151,00		0,71	IBEX 35     	16/12/2022	6.100,000	-0,28		451,00					07:14:34	23/05/2019
23/05/2019	07:07:06					2.077,00		0,70	IBEX 35     	16/12/2022	6.200,000	-0,29		474,00					07:14:35	23/05/2019
23/05/2019	07:07:06					2.004,00		0,69	IBEX 35     	16/12/2022	6.300,000	-0,31		499,00					07:14:35	23/05/2019
23/05/2019	07:07:07					1.932,00		0,67	IBEX 35     	16/12/2022	6.400,000	-0,32		524,00					07:14:36	23/05/2019
23/05/2019	07:07:07					1.861,00		0,66	IBEX 35     	16/12/2022	6.500,000	-0,34		551,00					07:14:36	23/05/2019
23/05/2019	07:07:07					1.791,00		0,65	IBEX 35     	16/12/2022	6.600,000	-0,35		578,00					07:14:36	23/05/2019
23/05/2019	07:07:07					1.653,00		0,62	IBEX 35     	16/12/2022	6.800,000	-0,39		636,00					07:14:37	23/05/2019
23/05/2019	07:07:07					1.585,00		0,60	IBEX 35     	16/12/2022	6.900,000	-0,40		667,00					07:14:37	23/05/2019
23/05/2019	07:07:07					1.519,00		0,58	IBEX 35     	16/12/2022	7.000,000	-0,42		698,00					07:14:38	23/05/2019
23/05/2019	07:07:07					1.454,00		0,57	IBEX 35     	16/12/2022	7.100,000	-0,44		731,00					07:14:38	23/05/2019
23/05/2019	07:07:08					1.389,00		0,55	IBEX 35     	16/12/2022	7.200,000	-0,46		765,00					07:14:39	23/05/2019
23/05/2019	07:07:08					1.326,00		0,54	IBEX 35     	16/12/2022	7.300,000	-0,47		800,00					07:14:39	23/05/2019
23/05/2019	07:07:08					1.264,00		0,52	IBEX 35     	16/12/2022	7.400,000	-0,49		837,00					07:14:39	23/05/2019
23/05/2019	07:07:08					1.203,00		0,51	IBEX 35     	16/12/2022	7.500,000	-0,51		874,00					07:14:40	23/05/2019
23/05/2019	07:07:08					1.143,00		0,49	IBEX 35     	16/12/2022	7.600,000	-0,52		913,00					07:14:40	23/05/2019
23/05/2019	07:07:08					1.084,00		0,48	IBEX 35     	16/12/2022	7.700,000	-0,54		954,00					07:14:41	23/05/2019
23/05/2019	07:07:08					1.040,00		0,46	IBEX 35     	16/12/2022	7.800,000	-0,55		1.009,00					07:14:41	23/05/2019
23/05/2019	07:07:08					999,00		0,45	IBEX 35     	16/12/2022	7.900,000	-0,57		1.067,00					07:14:42	23/05/2019
23/05/2019	07:07:09					959,00		0,44	IBEX 35     	16/12/2022	8.000,000	-0,58		1.127,00					07:14:42	23/05/2019
23/05/2019	07:07:09					920,00		0,42	IBEX 35     	16/12/2022	8.100,000	-0,60		1.188,00					07:14:43	23/05/2019
23/05/2019	07:07:09					883,00		0,41	IBEX 35     	16/12/2022	8.200,000	-0,61		1.251,00					07:14:44	23/05/2019
23/05/2019	07:07:09					847,00		0,40	IBEX 35     	16/12/2022	8.300,000	-0,62		1.314,00					07:14:44	23/05/2019
23/05/2019	07:07:09					812,00		0,39	IBEX 35     	16/12/2022	8.400,000	-0,64		1.380,00					07:14:45	23/05/2019
23/05/2019	07:07:09					779,00		0,38	IBEX 35     	16/12/2022	8.500,000	-0,65		1.448,00					07:14:45	23/05/2019
23/05/2019	07:07:09					747,00		0,36	IBEX 35     	16/12/2022	8.600,000	-0,66		1.516,00					07:14:46	23/05/2019
23/05/2019	07:07:10					716,00		0,35	IBEX 35     	16/12/2022	8.700,000	-0,67		1.586,00					07:14:46	23/05/2019
23/05/2019	07:07:10					686,00		0,34	IBEX 35     	16/12/2022	8.800,000	-0,68		1.656,00					07:14:47	23/05/2019
23/05/2019	07:07:10					657,00		0,33	IBEX 35     	16/12/2022	8.900,000	-0,69		1.729,00					07:14:47	23/05/2019
23/05/2019	07:07:10					629,00		0,32	IBEX 35     	16/12/2022	9.000,000	-0,70		1.802,00					07:14:48	23/05/2019
23/05/2019	07:07:10					603,00		0,31	IBEX 35     	16/12/2022	9.100,000	-0,72		1.877,00					07:14:48	23/05/2019
23/05/2019	07:07:10					578,00		0,30	IBEX 35     	16/12/2022	9.200,000	-0,73		1.953,00					07:14:49	23/05/2019
23/05/2019	07:07:10					553,00		0,29	IBEX 35     	16/12/2022	9.300,000	-0,73		2.029,00					07:14:50	23/05/2019
23/05/2019	07:07:11					529,00		0,29	IBEX 35     	16/12/2022	9.400,000	-0,74		2.107,00					07:14:50	23/05/2019
23/05/2019	07:07:11					506,00		0,28	IBEX 35     	16/12/2022	9.500,000	-0,75		2.186,00					07:14:51	23/05/2019
23/05/2019	07:07:11					485,00		0,27	IBEX 35     	16/12/2022	9.600,000	-0,76		2.266,00					07:14:51	23/05/2019
23/05/2019	07:07:11					463,00		0,26	IBEX 35     	16/12/2022	9.700,000	-0,77		2.346,00					07:14:52	23/05/2019
23/05/2019	07:07:11					443,00		0,25	IBEX 35     	16/12/2022	9.800,000	-0,78		2.428,00					07:14:52	23/05/2019
23/05/2019	07:07:11					424,00		0,24	IBEX 35     	16/12/2022	9.900,000	-0,79		2.511,00					07:14:53	23/05/2019
23/05/2019	07:07:12					406,00		0,24	IBEX 35     	16/12/2022	10.000,000	-0,79		2.594,00					07:14:53	23/05/2019
23/05/2019	07:07:12					441,00		0,30	IBEX 35     	16/12/2022	10.100,000	-0,73		2.607,00					07:14:54	23/05/2019
23/05/2019	07:07:12					424,00		0,29	IBEX 35     	16/12/2022	10.200,000	-0,74		2.691,00					07:14:54	23/05/2019
23/05/2019	07:07:12					498,00		0,32	IBEX 35     	16/12/2022	10.300,000	-0,71		2.595,00					07:14:55	23/05/2019
23/05/2019	07:07:12					414,00		0,27	IBEX 35     	16/12/2022	10.400,000	-0,75		3.157,00					07:14:56	23/05/2019
23/05/2019	07:07:12					397,00		0,26	IBEX 35     	16/12/2022	10.500,000	-0,76		3.243,00					07:14:56	23/05/2019
23/05/2019	07:07:13					382,00		0,26	IBEX 35     	16/12/2022	10.600,000	-0,77		3.329,00					07:14:57	23/05/2019
23/05/2019	07:07:13					367,00		0,25	IBEX 35     	16/12/2022	10.700,000	-0,78		3.415,00					07:14:57	23/05/2019
23/05/2019	07:07:13					354,00		0,24	IBEX 35     	16/12/2022	10.800,000	-0,79		3.502,00					07:14:58	23/05/2019
23/05/2019	07:07:13					340,00		0,23	IBEX 35     	16/12/2022	10.900,000	-0,79		3.590,00					07:14:58	23/05/2019
23/05/2019	07:07:13					327,00		0,23	IBEX 35     	16/12/2022	11.000,000	-0,80		3.678,00					07:14:58	23/05/2019
23/05/2019	07:07:13					314,00		0,22	IBEX 35     	16/12/2022	11.100,000	-0,81		3.767,00					07:14:59	23/05/2019
23/05/2019	07:07:13					302,00		0,21	IBEX 35     	16/12/2022	11.200,000	-0,81		3.855,00					07:14:59	23/05/2019
23/05/2019	07:07:14					279,00		0,20	IBEX 35     	16/12/2022	11.400,000	-0,83		4.035,00					07:15:00	23/05/2019
23/05/2019	07:07:14					268,00		0,19	IBEX 35     	16/12/2022	11.500,000	-0,83		4.125,00					07:15:00	23/05/2019
23/05/2019	07:07:14					258,00		0,19	IBEX 35     	16/12/2022	11.600,000	-0,84		4.216,00					07:15:00	23/05/2019
23/05/2019	07:07:14					248,00		0,18	IBEX 35     	16/12/2022	11.700,000	-0,84		4.307,00					07:15:00	23/05/2019
23/05/2019	07:07:14					238,00		0,18	IBEX 35     	16/12/2022	11.800,000	-0,85		4.399,00					07:15:01	23/05/2019
23/05/2019	07:07:14					229,00		0,17	IBEX 35     	16/12/2022	11.900,000	-0,86		4.491,00					07:15:01	23/05/2019
23/05/2019	07:07:14					220,00		0,16	IBEX 35     	16/12/2022	12.000,000	-0,86		4.583,00					07:15:01	23/05/2019
23/05/2019	07:07:14					211,00		0,16	IBEX 35     	16/12/2022	12.100,000	-0,87		4.675,00					07:15:01	23/05/2019
23/05/2019	07:07:14					203,00		0,15	IBEX 35     	16/12/2022	12.200,000	-0,87		4.768,00					07:15:02	23/05/2019
23/05/2019	07:07:14					195,00		0,15	IBEX 35     	16/12/2022	12.300,000	-0,88		4.861,00					07:15:02	23/05/2019
23/05/2019	07:07:14					187,00		0,14	IBEX 35     	16/12/2022	12.400,000	-0,88		4.955,00					07:15:02	23/05/2019
23/05/2019	07:07:14					180,00		0,14	IBEX 35     	16/12/2022	12.500,000	-0,88		5.049,00					07:15:02	23/05/2019
23/05/2019	07:07:14					173,00		0,14	IBEX 35     	16/12/2022	12.600,000	-0,89		5.143,00					07:15:02	23/05/2019
23/05/2019	07:07:14					166,00		0,13	IBEX 35     	16/12/2022	12.700,000	-0,89		5.237,00					07:15:02	23/05/2019
23/05/2019	07:07:14					160,00		0,13	IBEX 35     	16/12/2022	12.800,000	-0,90		5.332,00					07:15:02	23/05/2019
23/05/2019	07:07:05					2.849,00		0,85	IBEX 35     	16/06/2023	4.800,000	-0,13		287,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.771,00		0,84	IBEX 35     	16/06/2023	4.900,000	-0,15		363,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.813,00		0,85	IBEX 35     	16/06/2023	5.000,000	-0,16		383,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.617,00		0,82	IBEX 35     	16/06/2023	5.100,000	-0,17		403,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.541,00		0,78	IBEX 35     	16/06/2023	5.200,000	-0,21		424,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.465,00		0,77	IBEX 35     	16/06/2023	5.300,000	-0,22		446,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.390,00		0,76	IBEX 35     	16/06/2023	5.400,000	-0,23		468,00					07:14:32	23/05/2019
